productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1393,CropMax,Soil Conditioner,Organic Fertilizer,980,883,10,INR,Same Day Delivery,18-10-2026,Canister,India,https://drive.google.com/thumbnail?id=1IdoKiwbI6YzZVOexZPYzdiLsOrkmoFgZ&sz=s506,"Soil Conditioner boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Kiran,Boosted plant growth significantly.,Rajesh,Boosted plant growth significantly.,Rohan,"Highly effective for my garden, plants are thriving!",Sonal,250grms,750grms,1kg,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"Soil Conditioner guarantees optimal nutrient release, keeping plants healthy for weeks.",18:10:04
1394,GreenGrow,Neem Cake Fertilizer,Bio-Fertilizer,910,825,10,INR,Same Day Delivery,18-04-2026,Bottle,India,https://drive.google.com/thumbnail?id=1oTfSnpzLOHl1M3WUIIOH8meLkttVwxgJ&sz=s507,"Maximize your garden's potential with Neem Cake Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Lakshmi,Boosted plant growth significantly.,Kunal,Plants look greener and healthier now.,Neha,"Excellent product, highly recommended!",Meghana,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Maintains effectiveness for longer periods, ensuring durability in storage.","Give your plants a boost with Neem Cake Fertilizer, enhancing overall plant vitality.",22:09:06
1395,CropMax,Nitrogen Booster,Organic Fertilizer,961,907,6,INR,Same Day Delivery,01-02-2025,Bottle,India,https://drive.google.com/thumbnail?id=1ct_HlTtWPGLbNltstPCAqUSkviHcixF_&sz=s508,"Nitrogen Booster boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,"Good quality fertilizer, improved soil health significantly.",Neha,Boosted plant growth significantly.,Thanuja,"Worked wonders for my plants, great quality.",Vikram,250grms,750grms,2kgs,5kg,Helps balance soil pH for better nutrient uptake and plant health.,Improves soil aeration and water retention.,"Give your plants a boost with Nitrogen Booster, enhancing overall plant vitality.",18:07:04
1396,AgriBoost,Potash Boost,Chemical Fertilizer,554,494,11,INR,Same Day Delivery,24-02-2026,Bottle,India,https://drive.google.com/thumbnail?id=1dbDNsflCs-w_ANOUBqidqY9BeahlqaqC&sz=s509,Give your plants the nourishment they deserve with Potash Boost.,"Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Amit,"Easy to use, results are visible within weeks.",Lakshmi,"Highly effective for my garden, plants are thriving!",Deepak,Plants look greener and healthier now.,Anil,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,Enriched with essential nutrients for faster growth.,"Formulated for Potash Boost, enhancing your soil's fertility and plant resilience.",15:09:03
1397,AgriBoost,Bone Meal,Bio-Fertilizer,608,542,11,INR,Same Day Delivery,17-08-2026,Canister,India,https://drive.google.com/thumbnail?id=1m6kYnbfhM_iBjV16SaBB3c5j24-Pv7xU&sz=s510,"Maximize your garden's potential with Bone Meal, specially formulated for robust development.","Ensure vibrant plant life with Bone Meal, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Ananya,Noticeable improvement in soil fertility.,Shiva,"Highly effective for my garden, plants are thriving!",Venkat,"Worked wonders for my plants, great quality.",Aditi,250grms,750grms,2kgs,5kg,"Enhances soil structure, improving root growth and overall plant health.",Improves soil aeration and water retention.,"With Bone Meal, enjoy healthier plants with faster root development.",22:06:03
1398,CropMax,Bio Phosphate,Organic Fertilizer,580,517,11,INR,Same Day Delivery,25-12-2026,Bottle,India,https://drive.google.com/thumbnail?id=1dXaZQozPQXbCne-c8ldCyLH3gAyE-e2E&sz=s511,"Maximize your garden's potential with Bio Phosphate, specially formulated for robust development.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Manish,"Easy to use, results are visible within weeks.",Neha,"Worked wonders for my plants, great quality.",Vikram,"Excellent product, highly recommended!",Meghana,250grms,750grms,2kgs,5kg,"Safe for plants, pets, and children with natural, non-toxic ingredients.",Enriched with essential nutrients for faster growth.,"Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",15:09:05
1399,AgriBoost,Vermicompost,Bio-Fertilizer,767,734,4,INR,Same Day Delivery,18-03-2026,Bag,India,https://drive.google.com/thumbnail?id=1hoZE2T2hpFfUZl9Es87BLeDPLBLFNW_p&sz=s512,"Maximize your garden's potential with Vermicompost, specially formulated for robust development.","Ensure vibrant plant life with Vermicompost, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Priya,"Perfect for organic gardening, very effective.",Ramesh,"Worked wonders for my plants, great quality.",Meghana,"Worked wonders for my plants, great quality.",Ramya,250grms,750grms,2kgs,5kg,Supports sustainable farming with organic matter.,Helps balance soil pH for better nutrient uptake and plant health.,"Give your plants a boost with Vermicompost, enhancing overall plant vitality.",18:09:03
1400,GreenGrow,Organic Manure,Bio-Fertilizer,446,421,6,INR,Same Day Delivery,22-10-2026,Bag,India,https://drive.google.com/thumbnail?id=1iVrk8SY3sBaB9e1BeYgrzv8fnFTGlUjW&sz=s513,"Organic Manure boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Sonal,"Highly effective for my garden, plants are thriving!",Ananya,"Impressive results, easy to apply.",Aditi,"Would buy again, very satisfied.",Ramya,250grms,500g,2kgs,5kg,"Enhances soil structure, improving root growth and overall plant health.","Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Give your plants a boost with Organic Manure, enhancing overall plant vitality.",18:09:03
1401,CropMax,Super Phosphate,Organic Fertilizer,578,478,19,INR,Free Shipping,26-11-2025,Bottle,India,https://drive.google.com/thumbnail?id=1ARYL72UNhs2iXeWhOZp4gx2JR0YtgsaL&sz=s514,"Super Phosphate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Super Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Manish,"Easy to use, results are visible within weeks.",Venkat,"Worked wonders for my plants, great quality.",Aditi,Boosted plant growth significantly.,Meera,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Maintains effectiveness for longer periods, ensuring durability in storage.","Super Phosphate guarantees optimal nutrient release, keeping plants healthy for weeks.",22:10:04
1402,EcoFert,Vermicompost,Bio-Fertilizer,862,821,5,INR,Standard Delivery,17-07-2027,Canister,India,https://drive.google.com/thumbnail?id=1FpLjtwNB933cqew0_FyB22v3ljR23YTb&sz=s515,"Get exceptional growth with Vermicompost, your plants' best ally.","Ensure vibrant plant life with Vermicompost, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Neha,Boosted plant growth significantly.,Vikram,"Excellent product, highly recommended!",Kunal,"Impressive results, easy to apply.",Kunal,250grms,750grms,2kgs,5kg,Enhances soil aeration and nutrient content.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","With Vermicompost, enjoy healthier plants with faster root development.",18:09:04
1403,SoilSaver,Neem Cake Fertilizer,Chemical Fertilizer,662,581,13,INR,Standard Delivery,01-01-2026,Bottle,India,https://drive.google.com/thumbnail?id=1SgVLN6BzkCtISaVPXsRzJtdZZPT5BQcv&sz=s516,"Neem Cake Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Venkat,"Better than expected, highly effective.",Rohan,"Easy to use, results are visible within weeks.",Lakshmi,"Highly effective for my garden, plants are thriving!",Rahul,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Enhances soil structure, improving root growth and overall plant health.","Give your plants a boost with Neem Cake Fertilizer, enhancing overall plant vitality.",22:10:04
1404,SoilSaver,Urea Fertilizer,Chemical Fertilizer,825,752,9,INR,Same Day Delivery,30-06-2006,Bottle,India,https://drive.google.com/thumbnail?id=18XtNNrMHY-wPhGra63eCBXAWGwp41JF8&sz=s517,"Get exceptional growth with Urea Fertilizer, your plants' best ally.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Sonal,"Easy to use, results are visible within weeks.",Rahul,"Would buy again, very satisfied.",Divya,Noticeable improvement in soil fertility.,Meghana,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Maintains effectiveness for longer periods, ensuring durability in storage.","Formulated for Urea Fertilizer, enhancing your soil's fertility and plant resilience.",18:08:04
1405,SoilSaver,Potash Boost,Chemical Fertilizer,524,484,8,INR,Standard Delivery,08-10-2026,Bag,India,https://drive.google.com/thumbnail?id=1w0gQ7udq0KUNyMehkhAVXTQ5yiYj6liH&sz=s518,Give your plants the nourishment they deserve with Potash Boost.,"Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Kiran,"Highly effective for my garden, plants are thriving!",Venkat,"Worked wonders for my plants, great quality.",Divya,"Excellent product, highly recommended!",Rohan,250grms,750grms,1kg,5kg,Improves soil aeration and water retention.,"Improves soil moisture retention, reducing the need for frequent watering.","Give your plants a boost with Potash Boost, enhancing overall plant vitality.",20:08:04
1406,CropMax,Micronutrient Mix,Bio-Fertilizer,622,588,6,INR,Free Shipping,03-09-2025,Bag,India,https://drive.google.com/thumbnail?id=19tmDJ6UaqQVOZH80sT5ocTj1RNRqfpXV&sz=s519,"Maximize your garden's potential with Micronutrient Mix, specially formulated for robust development.","Ensure vibrant plant life with Micronutrient Mix, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Ramesh,"Better than expected, highly effective.",Shiva,"Easy to use, results are visible within weeks.",Manish,"Excellent product, highly recommended!",Ramya,250grms,750grms,2kgs,5kg,"Enhances soil structure, improving root growth and overall plant health.",Enhances root growth and strengthens plant immunity.,"Give your plants a boost with Micronutrient Mix, enhancing overall plant vitality.",20:08:04
1407,AgriBoost,Potash Boost,Bio-Fertilizer,935,877,6,INR,Standard Delivery,16-09-2026,Canister,India,https://drive.google.com/thumbnail?id=1s6iwYxKEmTBTUhzCahh0mCyY8Y6MxW-U&sz=s520,"Maximize your garden's potential with Potash Boost, specially formulated for robust development.","Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Ananya,"Impressive results, easy to apply.",Jagadeesh,"Highly effective for my garden, plants are thriving!",Sanjeev,Boosted plant growth significantly.,Jagadeesh,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Potash Boost guarantees optimal nutrient release, keeping plants healthy for weeks.",22:08:04
1408,AgriBoost,Neem Cake Fertilizer,Bio-Fertilizer,577,514,12,INR,Same Day Delivery,29-06-2026,Canister,India,https://drive.google.com/thumbnail?id=1M2wYTBfcg-1d070zt01AyPaQJpxt-Shl&sz=s521,"Maximize your garden's potential with Neem Cake Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Lakshmi,"Easy to use, results are visible within weeks.",Neha,"Excellent product, highly recommended!",Rajesh,Boosted plant growth significantly.,Kunal,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,Enhances root growth and strengthens plant immunity.,"Give your plants a boost with Neem Cake Fertilizer, enhancing overall plant vitality.",16:08:06
1409,GreenGrow,Potash Boost,Chemical Fertilizer,832,810,3,INR,Standard Delivery,12-04-2025,Bag,India,https://drive.google.com/thumbnail?id=1qVj7pZYf1YwaI31CuRx4ZG29eqdLgzrt&sz=s522,"Maximize your garden's potential with Potash Boost, specially formulated for robust development.","Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,"Impressive results, easy to apply.",Meghana,"Good quality fertilizer, improved soil health significantly.",Ananya,"Easy to use, results are visible within weeks.",Deepak,250grms,750grms,2kgs,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.","Maintains effectiveness for longer periods, ensuring durability in storage.","Potash Boost guarantees optimal nutrient release, keeping plants healthy for weeks.",18:07:05
